CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Combined_Score,RFM_Score_Label,Customer_Segment
14429,39,1,400.08,3,1,3,7,3-1-3,Occasional Browsers
14430,147,3,660.2,2,3,4,9,2-3-4,Fading Customers
14431,15,3,716.15,5,3,4,12,5-3-4,Loyal Mid-Tier
14433,101,1,235.85,2,1,2,5,2-1-2,Disengaged Low-Value
14436,189,1,30.0,1,1,1,3,1-1-1,Disengaged Low-Value
14437,1,5,531.2,5,4,3,12,5-4-3,Loyal Mid-Tier
14439,79,4,598.4,2,4,4,10,2-4-4,Dormant Spenders
14440,1,6,1024.9,5,5,4,14,5-5-4,High-Value Regulars
14441,10,6,1236.9,5,5,4,14,5-5-4,High-Value Regulars
14442,50,4,1120.55,3,4,4,11,3-4-4,Loyal Mid-Tier
14443,4,2,858.57,5,3,4,12,5-3-4,Loyal Mid-Tier
14444,92,1,78.96,2,1,1,4,2-1-1,Disengaged Low-Value
14445,91,1,221.65,2,1,2,5,2-1-2,Disengaged Low-Value
14446,22,1,155.63,4,1,1,6,4-1-1,Promising Newcomers
14447,36,1,511.6,4,1,3,8,4-1-3,Promising Newcomers
14449,8,5,1398.5,5,4,5,14,5-4-5,High-Value Regulars
14450,15,4,559.34,5,4,3,12,5-4-3,Loyal Mid-Tier
14451,25,10,2393.78,4,5,5,14,4-5-5,High-Value Regulars
14452,31,2,341.7,4,3,3,10,4-3-3,Loyal Mid-Tier
14454,12,5,778.8,5,4,4,13,5-4-4,High-Value Regulars
14455,68,4,435.32,3,4,3,10,3-4-3,Loyal Mid-Tier
14458,16,1,171.25,4,1,2,7,4-1-2,Promising Newcomers
14459,287,1,556.08,1,1,3,5,1-1-3,Occasional Browsers
14460,49,4,394.74,3,4,3,10,3-4-3,Loyal Mid-Tier
14461,18,9,3557.48,4,5,5,14,4-5-5,High-Value Regulars
14462,68,1,176.34,3,1,2,6,3-1-2,Occasional Browsers
14464,204,1,51.0,1,1,1,3,1-1-1,Disengaged Low-Value
14465,64,8,713.4,3,5,4,12,3-5-4,Loyal Mid-Tier
14466,8,7,1602.3,5,5,5,15,5-5-5,High-Value Regulars
14467,25,8,1577.38,4,5,5,14,4-5-5,High-Value Regulars
14468,369,1,86.65,1,1,1,3,1-1-1,Disengaged Low-Value
14469,52,4,1500.2,3,4,5,12,3-4-5,Loyal Mid-Tier
14470,66,1,117.2,3,1,1,5,3-1-1,Occasional Browsers
14471,227,2,390.3,1,3,3,7,1-3-3,Occasional Browsers
14472,325,1,211.5,1,1,2,4,1-1-2,Disengaged Low-Value
14474,215,1,633.28,1,1,4,6,1-1-4,Dormant Spenders
14475,44,1,106.7,3,1,1,5,3-1-1,Occasional Browsers
14478,18,4,543.5,4,4,3,11,4-4-3,Loyal Mid-Tier
14479,1,3,873.46,5,3,4,12,5-3-4,Loyal Mid-Tier
14480,38,3,900.37,3,3,4,10,3-3-4,Loyal Mid-Tier
14481,43,3,1238.92,3,3,5,11,3-3-5,Loyal Mid-Tier
14482,15,4,475.86,5,4,3,12,5-4-3,Loyal Mid-Tier
14483,372,1,120.0,1,1,1,3,1-1-1,Disengaged Low-Value
14484,37,3,626.78,3,3,4,10,3-3-4,Loyal Mid-Tier
14486,147,2,58.5,2,3,1,6,2-3-1,Fading Customers
14487,4,2,162.14,5,3,2,10,5-3-2,Occasional Browsers
14489,73,3,931.85,2,3,4,9,2-3-4,Fading Customers
14490,42,2,1114.79,3,3,4,10,3-3-4,Loyal Mid-Tier
14491,8,1,32.7,5,1,1,7,5-1-1,Promising Newcomers
14492,66,6,1399.18,3,5,5,13,3-5-5,Loyal Mid-Tier
14493,26,5,2040.95,4,4,5,13,4-4-5,High-Value Regulars
14494,37,1,147.6,3,1,1,5,3-1-1,Occasional Browsers
14496,9,6,1143.58,5,5,4,14,5-5-4,High-Value Regulars
14497,309,1,147.09,1,1,1,3,1-1-1,Disengaged Low-Value
14498,37,5,1247.14,3,4,5,12,3-4-5,Loyal Mid-Tier
14499,10,4,1262.7,5,4,5,14,5-4-5,High-Value Regulars
14505,40,11,4911.67,3,5,5,13,3-5-5,Loyal Mid-Tier
14506,5,3,656.33,5,3,4,12,5-3-4,Loyal Mid-Tier
14507,14,5,1514.36,5,4,5,14,5-4-5,High-Value Regulars
14508,12,3,440.67,5,3,3,11,5-3-3,Loyal Mid-Tier
14509,170,1,101.0,2,1,1,4,2-1-1,Disengaged Low-Value
14510,11,3,600.69,5,3,4,12,5-3-4,Loyal Mid-Tier
14512,19,5,665.19,4,4,4,12,4-4-4,High-Value Regulars
14513,204,1,20.4,1,1,1,3,1-1-1,Disengaged Low-Value
14514,72,6,2426.49,2,5,5,12,2-5-5,Dormant Spenders
14515,23,6,663.99,4,5,4,13,4-5-4,High-Value Regulars
14516,152,1,142.67,2,1,1,4,2-1-1,Disengaged Low-Value
14519,319,2,203.14,1,3,2,6,1-3-2,Occasional Browsers
14521,127,1,172.84,2,1,2,5,2-1-2,Disengaged Low-Value
14522,231,3,286.7,1,3,2,6,1-3-2,Occasional Browsers
14524,45,4,776.52,3,4,4,11,3-4-4,Loyal Mid-Tier
14525,64,8,1726.17,3,5,5,13,3-5-5,Loyal Mid-Tier
14526,25,1,242.75,4,1,2,7,4-1-2,Promising Newcomers
14527,1,68,9674.74,5,5,5,15,5-5-5,High-Value Regulars
14530,32,10,2007.58,4,5,5,14,4-5-5,High-Value Regulars
14531,115,1,348.39,2,1,3,6,2-1-3,Occasional Browsers
14532,47,7,1421.68,3,5,5,13,3-5-5,Loyal Mid-Tier
14533,43,3,133.71,3,3,1,7,3-3-1,Fading Customers
14534,33,7,1432.96,4,5,5,14,4-5-5,High-Value Regulars
14535,31,6,2330.24,4,5,5,14,4-5-5,High-Value Regulars
14537,259,1,135.9,1,1,1,3,1-1-1,Disengaged Low-Value
14538,166,3,263.14,2,3,2,7,2-3-2,Fading Customers
14540,15,8,1841.8,5,5,5,15,5-5-5,High-Value Regulars
14541,52,6,825.08,3,5,4,12,3-5-4,Loyal Mid-Tier
14543,16,15,608.6,4,5,4,13,4-5-4,High-Value Regulars
14544,106,1,461.94,2,1,3,6,2-1-3,Occasional Browsers
14545,310,1,308.75,1,1,2,4,1-1-2,Disengaged Low-Value
14546,12,6,2353.91,5,5,5,15,5-5-5,High-Value Regulars
14548,206,6,680.24,1,5,4,10,1-5-4,Dormant Spenders
14549,56,3,562.71,3,3,3,9,3-3-3,Loyal Mid-Tier
14550,24,2,411.64,4,3,3,10,4-3-3,Loyal Mid-Tier
14551,47,5,461.01,3,4,3,10,3-4-3,Loyal Mid-Tier
14552,16,2,335.76,4,3,3,10,4-3-3,Loyal Mid-Tier
14553,47,4,693.28,3,4,4,11,3-4-4,Loyal Mid-Tier
14555,17,4,1395.9,4,4,5,13,4-4-5,High-Value Regulars
14556,232,3,728.49,1,3,4,8,1-3-4,Dormant Spenders
14558,290,2,90.0,1,3,1,5,1-3-1,Occasional Browsers
14560,23,17,1219.31,4,5,4,13,4-5-4,High-Value Regulars
14562,26,8,1342.82,4,5,5,14,4-5-5,High-Value Regulars
14563,145,2,289.61,2,3,2,7,2-3-2,Fading Customers
14564,70,2,1614.72,3,3,5,11,3-3-5,Loyal Mid-Tier
14565,109,1,467.35,2,1,3,6,2-1-3,Occasional Browsers
14568,71,1,599.2,3,1,4,8,3-1-4,Big Spender Infrequent
14569,88,3,172.74,2,3,2,7,2-3-2,Fading Customers
14570,79,1,166.74,2,1,2,5,2-1-2,Disengaged Low-Value
14571,61,1,111.7,3,1,1,5,3-1-1,Occasional Browsers
14572,53,4,1813.94,3,4,5,12,3-4-5,Loyal Mid-Tier
14573,8,4,522.36,5,4,3,12,5-4-3,Loyal Mid-Tier
14574,368,1,73.95,1,1,1,3,1-1-1,Disengaged Low-Value
14575,124,1,341.52,2,1,3,6,2-1-3,Occasional Browsers
14576,8,1,35.4,5,1,1,7,5-1-1,Promising Newcomers
14577,30,3,450.8,4,3,3,10,4-3-3,Loyal Mid-Tier
14579,68,1,89.66,3,1,1,5,3-1-1,Occasional Browsers
14580,154,1,14.85,2,1,1,4,2-1-1,Disengaged Low-Value
14581,180,1,175.9,1,1,2,4,1-1-2,Disengaged Low-Value
14583,19,3,613.58,4,3,4,11,4-3-4,Loyal Mid-Tier
14584,57,4,676.45,3,4,4,11,3-4-4,Loyal Mid-Tier
14585,18,4,543.87,4,4,3,11,4-4-3,Loyal Mid-Tier
14588,214,1,122.64,1,1,1,3,1-1-1,Disengaged Low-Value
14590,60,19,1334.57,3,5,5,13,3-5-5,Loyal Mid-Tier
14593,33,9,2452.37,4,5,5,14,4-5-5,High-Value Regulars
14594,9,1,214.15,5,1,2,8,5-1-2,Promising Newcomers
14595,89,2,423.85,2,3,3,8,2-3-3,Fading Customers
14596,262,1,182.27,1,1,2,4,1-1-2,Disengaged Low-Value
14597,15,3,215.97,5,3,2,10,5-3-2,Occasional Browsers
14598,205,1,162.07,1,1,2,4,1-1-2,Disengaged Low-Value
14599,26,2,441.44,4,3,3,10,4-3-3,Loyal Mid-Tier
14600,29,1,448.38,4,1,3,8,4-1-3,Promising Newcomers
14602,292,1,192.61,1,1,2,4,1-1-2,Disengaged Low-Value
14604,269,1,94.76,1,1,1,3,1-1-1,Disengaged Low-Value
14605,10,4,611.31,5,4,4,13,5-4-4,High-Value Regulars
14606,2,96,13766.65,5,5,5,15,5-5-5,High-Value Regulars
14607,173,6,1417.26,2,5,5,12,2-5-5,Dormant Spenders
14608,15,4,164.5,5,4,2,11,5-4-2,Occasional Browsers
14610,31,2,24.35,4,3,1,8,4-3-1,Occasional Browsers
14611,79,2,414.95,2,3,3,8,2-3-3,Fading Customers
14612,51,1,92.6,3,1,1,5,3-1-1,Occasional Browsers
14614,22,1,295.13,4,1,2,7,4-1-2,Promising Newcomers
14615,30,5,758.81,4,4,4,12,4-4-4,High-Value Regulars
14617,38,2,136.39,3,3,1,7,3-3-1,Fading Customers
14618,12,4,436.21,5,4,3,12,5-4-3,Loyal Mid-Tier
14619,177,1,578.35,2,1,3,6,2-1-3,Occasional Browsers
14621,147,4,1049.41,2,4,4,10,2-4-4,Dormant Spenders
14623,16,5,831.88,4,4,4,12,4-4-4,High-Value Regulars
14624,51,4,489.13,3,4,3,10,3-4-3,Loyal Mid-Tier
14625,10,8,2786.05,5,5,5,15,5-5-5,High-Value Regulars
14626,31,7,1382.73,4,5,5,14,4-5-5,High-Value Regulars
14627,15,1,423.15,5,1,3,9,5-1-3,Promising Newcomers
14628,78,3,952.1,2,3,4,9,2-3-4,Fading Customers
14630,120,1,199.3,2,1,2,5,2-1-2,Disengaged Low-Value
14631,22,3,718.03,4,3,4,11,4-3-4,Loyal Mid-Tier
14634,73,3,1485.84,2,3,5,10,2-3-5,Fading Customers
14635,89,1,186.22,2,1,2,5,2-1-2,Disengaged Low-Value
14637,313,1,106.68,1,1,1,3,1-1-1,Disengaged Low-Value
14639,44,3,1648.63,3,3,5,11,3-3-5,Loyal Mid-Tier
14640,45,4,1451.78,3,4,5,12,3-4-5,Loyal Mid-Tier
14643,253,3,308.3,1,3,2,6,1-3-2,Occasional Browsers
14644,53,3,318.65,3,3,3,9,3-3-3,Loyal Mid-Tier
14645,270,1,216.9,1,1,2,4,1-1-2,Disengaged Low-Value
14646,10,28,2560.13,5,5,5,15,5-5-5,High-Value Regulars
14647,159,1,170.25,2,1,2,5,2-1-2,Disengaged Low-Value
14648,52,15,3104.03,3,5,5,13,3-5-5,Loyal Mid-Tier
14649,18,5,1391.22,4,4,5,13,4-4-5,High-Value Regulars
14650,224,1,39.0,1,1,1,3,1-1-1,Disengaged Low-Value
14651,30,7,919.92,4,5,4,13,4-5-4,High-Value Regulars
14653,149,4,1025.15,2,4,4,10,2-4-4,Dormant Spenders
14654,374,1,216.62,1,1,2,4,1-1-2,Disengaged Low-Value
14655,24,3,462.58,4,3,3,10,4-3-3,Loyal Mid-Tier
14656,51,3,335.2,3,3,3,9,3-3-3,Loyal Mid-Tier
14657,65,2,531.32,3,3,3,9,3-3-3,Loyal Mid-Tier
14662,63,3,491.41,3,3,3,9,3-3-3,Loyal Mid-Tier
14663,66,2,357.43,3,3,3,9,3-3-3,Loyal Mid-Tier
14665,63,2,644.7,3,3,4,10,3-3-4,Loyal Mid-Tier
14667,1,30,7578.92,5,5,5,15,5-5-5,High-Value Regulars
14668,81,1,32.13,2,1,1,4,2-1-1,Disengaged Low-Value
14669,269,4,1779.81,1,4,5,10,1-4-5,Dormant Spenders
14670,368,1,174.02,1,1,2,4,1-1-2,Disengaged Low-Value
14671,185,2,775.05,1,3,4,8,1-3-4,Dormant Spenders
14672,151,2,232.44,2,3,2,7,2-3-2,Fading Customers
14673,3,3,1405.91,5,3,5,13,5-3-5,Loyal Mid-Tier
14674,145,1,131.16,2,1,1,4,2-1-1,Disengaged Low-Value
14675,24,1,350.37,4,1,3,8,4-1-3,Promising Newcomers
14676,80,3,271.2,2,3,2,7,2-3-2,Fading Customers
14677,228,1,184.91,1,1,2,4,1-1-2,Disengaged Low-Value
14678,215,1,328.69,1,1,3,5,1-1-3,Occasional Browsers
14679,17,3,789.68,4,3,4,11,4-3-4,Loyal Mid-Tier
14680,7,37,9957.57,5,5,5,15,5-5-5,High-Value Regulars
14681,23,3,147.9,4,3,1,8,4-3-1,Occasional Browsers
14682,64,4,1269.33,3,4,5,12,3-4-5,Loyal Mid-Tier
14683,224,1,103.58,1,1,1,3,1-1-1,Disengaged Low-Value
14684,26,1,211.57,4,1,2,7,4-1-2,Promising Newcomers
14685,212,6,1741.37,1,5,5,11,1-5-5,Dormant Spenders
14686,50,5,784.78,3,4,4,11,3-4-4,Loyal Mid-Tier
14687,36,2,286.66,4,3,2,9,4-3-2,Occasional Browsers
14688,9,8,1269.78,5,5,5,15,5-5-5,High-Value Regulars
14690,28,2,286.78,4,3,2,9,4-3-2,Occasional Browsers
14692,16,8,662.24,4,5,4,13,4-5-4,High-Value Regulars
14693,61,6,413.26,3,5,3,11,3-5-3,Loyal Mid-Tier
14694,253,1,216.44,1,1,2,4,1-1-2,Disengaged Low-Value
14695,155,3,890.29,2,3,4,9,2-3-4,Fading Customers
14696,9,2,566.93,5,3,3,11,5-3-3,Loyal Mid-Tier
14699,71,3,537.77,3,3,3,9,3-3-3,Loyal Mid-Tier
14700,51,2,659.86,3,3,4,10,3-3-4,Loyal Mid-Tier
14701,78,6,1327.01,2,5,5,12,2-5-5,Dormant Spenders
14702,1,13,2747.14,5,5,5,15,5-5-5,High-Value Regulars
14704,60,2,237.71,3,3,2,8,3-3-2,Fading Customers
14706,254,1,267.19,1,1,2,4,1-1-2,Disengaged Low-Value
14708,4,2,229.92,5,3,2,10,5-3-2,Occasional Browsers
14709,15,12,1754.9,5,5,5,15,5-5-5,High-Value Regulars
14710,15,9,1202.51,5,5,4,14,5-5-4,High-Value Regulars
14713,1,11,2424.41,5,5,5,15,5-5-5,High-Value Regulars
14714,43,3,633.95,3,3,4,10,3-3-4,Loyal Mid-Tier
14715,156,3,443.82,2,3,3,8,2-3-3,Fading Customers
14716,80,1,202.87,2,1,2,5,2-1-2,Disengaged Low-Value
14717,369,1,71.35,1,1,1,3,1-1-1,Disengaged Low-Value
14718,46,1,139.9,3,1,1,5,3-1-1,Occasional Browsers
14721,15,1,100.57,5,1,1,7,5-1-1,Promising Newcomers
14722,113,2,259.4,2,3,2,7,2-3-2,Fading Customers
14723,7,7,877.04,5,5,4,14,5-5-4,High-Value Regulars
14724,226,1,276.15,1,1,2,4,1-1-2,Disengaged Low-Value
14725,30,3,458.86,4,3,3,10,4-3-3,Loyal Mid-Tier
14726,290,1,106.55,1,1,1,3,1-1-1,Disengaged Low-Value
14727,182,2,168.15,1,3,2,6,1-3-2,Occasional Browsers
14728,49,1,160.73,3,1,1,5,3-1-1,Occasional Browsers
14729,9,3,533.69,5,3,3,11,5-3-3,Loyal Mid-Tier
14732,28,11,1749.23,4,5,5,14,4-5-5,High-Value Regulars
14733,3,3,1235.52,5,3,4,12,5-3-4,Loyal Mid-Tier
14734,61,4,897.72,3,4,4,11,3-4-4,Loyal Mid-Tier
14735,24,21,2290.93,4,5,5,14,4-5-5,High-Value Regulars
14736,121,2,249.2,2,3,2,7,2-3-2,Fading Customers
14737,36,1,50.4,4,1,1,6,4-1-1,Promising Newcomers
14738,196,2,328.05,1,3,3,7,1-3-3,Occasional Browsers
14739,3,16,1840.4,5,5,5,15,5-5-5,High-Value Regulars
14740,45,8,2037.11,3,5,5,13,3-5-5,Loyal Mid-Tier
14741,8,2,402.45,5,3,3,11,5-3-3,Loyal Mid-Tier
14742,71,1,507.25,3,1,3,7,3-1-3,Occasional Browsers
14743,228,1,50.48,1,1,1,3,1-1-1,Disengaged Low-Value
14744,65,5,534.52,3,4,3,10,3-4-3,Loyal Mid-Tier
14745,137,7,1002.59,2,5,4,11,2-5-4,Dormant Spenders
14746,51,2,80.7,3,3,1,7,3-3-1,Fading Customers
14748,4,7,1293.97,5,5,5,15,5-5-5,High-Value Regulars
14749,115,1,181.75,2,1,2,5,2-1-2,Disengaged Low-Value
14750,372,1,85.18,1,1,1,3,1-1-1,Disengaged Low-Value
14751,320,2,126.45,1,3,1,5,1-3-1,Occasional Browsers
14753,96,1,298.8,2,1,2,5,2-1-2,Disengaged Low-Value
14754,61,4,828.78,3,4,4,11,3-4-4,Loyal Mid-Tier
14755,17,14,3590.37,4,5,5,14,4-5-5,High-Value Regulars
14756,18,2,1039.52,4,3,4,11,4-3-4,Loyal Mid-Tier
14758,32,3,854.66,4,3,4,11,4-3-4,Loyal Mid-Tier
14761,80,1,162.17,2,1,2,5,2-1-2,Disengaged Low-Value
14762,262,1,100.8,1,1,1,3,1-1-1,Disengaged Low-Value
14766,2,6,2960.12,5,5,5,15,5-5-5,High-Value Regulars
14767,110,1,280.61,2,1,2,5,2-1-2,Disengaged Low-Value
14769,26,9,4291.53,4,5,5,14,4-5-5,High-Value Regulars
14770,103,6,2091.4,2,5,5,12,2-5-5,Dormant Spenders
14771,257,2,594.62,1,3,4,8,1-3-4,Dormant Spenders
14773,228,1,127.8,1,1,1,3,1-1-1,Disengaged Low-Value
14774,164,1,192.85,2,1,2,5,2-1-2,Disengaged Low-Value
14775,8,1,258.96,5,1,2,8,5-1-2,Promising Newcomers
14776,23,4,944.76,4,4,4,12,4-4-4,High-Value Regulars
14777,39,1,232.2,3,1,2,6,3-1-2,Occasional Browsers
14783,295,1,270.14,1,1,2,4,1-1-2,Disengaged Low-Value
14784,25,1,144.04,4,1,1,6,4-1-1,Promising Newcomers
14786,186,1,90.96,1,1,1,3,1-1-1,Disengaged Low-Value
14787,107,1,110.65,2,1,1,4,2-1-1,Disengaged Low-Value
14788,232,1,380.73,1,1,3,5,1-1-3,Occasional Browsers
14790,10,6,1312.13,5,5,5,15,5-5-5,High-Value Regulars
14791,242,1,271.83,1,1,2,4,1-1-2,Disengaged Low-Value
14793,171,1,396.91,2,1,3,6,2-1-3,Occasional Browsers
14794,38,3,249.24,3,3,2,8,3-3-2,Fading Customers
14796,2,11,2406.28,5,5,5,15,5-5-5,High-Value Regulars
14797,143,1,274.81,2,1,2,5,2-1-2,Disengaged Low-Value
14798,17,5,550.57,4,4,3,11,4-4-3,Loyal Mid-Tier
14799,373,1,151.65,1,1,1,3,1-1-1,Disengaged Low-Value
14800,5,6,2292.95,5,5,5,15,5-5-5,High-Value Regulars
14805,40,3,440.65,3,3,3,9,3-3-3,Loyal Mid-Tier
14806,75,1,96.6,2,1,1,4,2-1-1,Disengaged Low-Value
14807,26,2,319.09,4,3,3,10,4-3-3,Loyal Mid-Tier
14809,257,2,326.1,1,3,3,7,1-3-3,Occasional Browsers
14810,5,3,413.94,5,3,3,11,5-3-3,Loyal Mid-Tier
14811,23,1,157.75,4,1,1,6,4-1-1,Promising Newcomers
14812,234,1,168.1,1,1,2,4,1-1-2,Disengaged Low-Value
14813,5,4,685.81,5,4,4,13,5-4-4,High-Value Regulars
14814,217,1,136.31,1,1,1,3,1-1-1,Disengaged Low-Value
14817,31,5,1906.29,4,4,5,13,4-4-5,High-Value Regulars
14818,94,3,358.01,2,3,3,8,2-3-3,Fading Customers
14819,130,2,111.69,2,3,1,6,2-3-1,Fading Customers
14820,16,5,537.6,4,4,3,11,4-4-3,Loyal Mid-Tier
14821,2,5,804.75,5,4,4,13,5-4-4,High-Value Regulars
14822,121,1,140.7,2,1,1,4,2-1-1,Disengaged Low-Value
14824,15,6,1917.1,5,5,5,15,5-5-5,High-Value Regulars
14825,4,13,2131.17,5,5,5,15,5-5-5,High-Value Regulars
14826,217,2,145.2,1,3,1,5,1-3-1,Occasional Browsers
14828,24,2,63.6,4,3,1,8,4-3-1,Occasional Browsers
14829,8,4,935.77,5,4,4,13,5-4-4,High-Value Regulars
14831,316,3,1237.62,1,3,4,8,1-3-4,Dormant Spenders
14833,134,1,94.8,2,1,1,4,2-1-1,Disengaged Low-Value
14834,43,1,219.06,3,1,2,6,3-1-2,Occasional Browsers
14837,78,5,1468.23,2,4,5,11,2-4-5,Dormant Spenders
14838,59,2,547.47,3,3,3,9,3-3-3,Loyal Mid-Tier
14839,54,3,680.38,3,3,4,10,3-3-4,Loyal Mid-Tier
14840,175,1,279.96,2,1,2,5,2-1-2,Disengaged Low-Value
14841,10,8,2367.48,5,5,5,15,5-5-5,High-Value Regulars
14843,72,1,121.8,2,1,1,4,2-1-1,Disengaged Low-Value
14844,66,6,2212.36,3,5,5,13,3-5-5,Loyal Mid-Tier
14846,63,1,144.0,3,1,1,5,3-1-1,Occasional Browsers
14847,43,2,551.45,3,3,3,9,3-3-3,Loyal Mid-Tier
14848,40,1,105.12,3,1,1,5,3-1-1,Occasional Browsers
14849,9,20,5354.93,5,5,5,15,5-5-5,High-Value Regulars
14850,54,4,993.76,3,4,4,11,3-4-4,Loyal Mid-Tier
14851,266,1,121.8,1,1,1,3,1-1-1,Disengaged Low-Value
14852,60,12,2328.8,3,5,5,13,3-5-5,Loyal Mid-Tier
14853,59,2,220.56,3,3,2,8,3-3-2,Fading Customers
14854,26,4,1253.4,4,4,5,13,4-4-5,High-Value Regulars
14855,110,5,2398.8,2,4,5,11,2-4-5,Dormant Spenders
14857,78,4,2133.04,2,4,5,11,2-4-5,Dormant Spenders
14858,141,1,180.75,2,1,2,5,2-1-2,Disengaged Low-Value
14859,190,1,48.6,1,1,1,3,1-1-1,Disengaged Low-Value
14861,16,9,1077.37,4,5,4,13,4-5-4,High-Value Regulars
14865,8,1,28.08,5,1,1,7,5-1-1,Promising Newcomers
14867,31,11,1026.22,4,5,4,13,4-5-4,High-Value Regulars
14868,16,4,1106.22,4,4,4,12,4-4-4,High-Value Regulars
14869,24,4,1862.51,4,4,5,13,4-4-5,High-Value Regulars
14870,49,4,573.2,3,4,3,10,3-4-3,Loyal Mid-Tier
14871,129,5,553.74,2,4,3,9,2-4-3,Occasional Browsers
14872,119,3,664.68,2,3,4,9,2-3-4,Fading Customers
14873,269,1,276.75,1,1,2,4,1-1-2,Disengaged Low-Value
14874,171,1,68.28,2,1,1,4,2-1-1,Disengaged Low-Value
14875,77,1,484.41,2,1,3,6,2-1-3,Occasional Browsers
14876,197,1,183.7,1,1,2,4,1-1-2,Disengaged Low-Value
14877,54,2,370.5,3,3,3,9,3-3-3,Loyal Mid-Tier
14878,12,14,1985.51,5,5,5,15,5-5-5,High-Value Regulars
14879,320,1,155.72,1,1,1,3,1-1-1,Disengaged Low-Value
14882,26,7,461.85,4,5,3,12,4-5-3,Loyal Mid-Tier
14884,305,1,120.6,1,1,1,3,1-1-1,Disengaged Low-Value
14885,63,1,240.0,3,1,2,6,3-1-2,Occasional Browsers
14890,254,2,659.8,1,3,4,8,1-3-4,Dormant Spenders
14891,52,2,552.35,3,3,3,9,3-3-3,Loyal Mid-Tier
14892,326,1,182.45,1,1,2,4,1-1-2,Disengaged Low-Value
14893,253,1,521.86,1,1,3,5,1-1-3,Occasional Browsers
14894,79,1,291.66,2,1,2,5,2-1-2,Disengaged Low-Value
14895,19,17,5122.53,4,5,5,14,4-5-5,High-Value Regulars
14896,1,7,1498.25,5,5,5,15,5-5-5,High-Value Regulars
14897,45,4,1014.87,3,4,4,11,3-4-4,Loyal Mid-Tier
14898,7,9,1469.09,5,5,5,15,5-5-5,High-Value Regulars
14899,31,1,997.39,4,1,4,9,4-1-4,Promising Newcomers
14901,2,5,770.21,5,4,4,13,5-4-4,High-Value Regulars
14902,31,2,569.9,4,3,3,10,4-3-3,Loyal Mid-Tier
14904,44,2,490.35,3,3,3,9,3-3-3,Loyal Mid-Tier
14905,10,6,820.54,5,5,4,14,5-5-4,High-Value Regulars
14907,3,9,1858.74,5,5,5,15,5-5-5,High-Value Regulars
14908,99,1,104.1,2,1,1,4,2-1-1,Disengaged Low-Value
14909,73,3,1202.93,2,3,4,9,2-3-4,Fading Customers
14911,1,178,70571.38,5,5,5,15,5-5-5,High-Value Regulars
14912,37,3,353.83,3,3,3,9,3-3-3,Loyal Mid-Tier
14913,24,4,2324.67,4,4,5,13,4-4-5,High-Value Regulars
14915,11,9,1278.87,5,5,5,15,5-5-5,High-Value Regulars
14916,67,3,542.92,3,3,3,9,3-3-3,Loyal Mid-Tier
14917,232,2,298.03,1,3,2,6,1-3-2,Occasional Browsers
14918,40,6,806.05,3,5,4,12,3-5-4,Loyal Mid-Tier
14919,175,1,163.15,2,1,2,5,2-1-2,Disengaged Low-Value
14920,201,1,567.85,1,1,3,5,1-1-3,Occasional Browsers
14922,29,2,701.44,4,3,4,11,4-3-4,Loyal Mid-Tier
14924,246,2,216.77,1,3,2,6,1-3-2,Occasional Browsers
14927,32,1,308.2,4,1,2,7,4-1-2,Promising Newcomers
14928,263,1,223.91,1,1,2,4,1-1-2,Disengaged Low-Value
14929,57,1,319.5,3,1,3,7,3-1-3,Occasional Browsers
14930,106,3,2215.02,2,3,5,10,2-3-5,Fading Customers
14932,1,2,298.83,5,3,2,10,5-3-2,Occasional Browsers
14934,14,3,1374.26,5,3,5,13,5-3-5,Loyal Mid-Tier
14936,26,4,1920.85,4,4,5,13,4-4-5,High-Value Regulars
14938,198,2,1013.11,1,3,4,8,1-3-4,Dormant Spenders
14940,53,2,508.09,3,3,3,9,3-3-3,Loyal Mid-Tier
14941,214,1,100.5,1,1,1,3,1-1-1,Disengaged Low-Value
14942,37,3,246.32,3,3,2,8,3-3-2,Fading Customers
14943,299,1,68.02,1,1,1,3,1-1-1,Disengaged Low-Value
14944,25,6,1622.78,4,5,5,14,4-5-5,High-Value Regulars
14945,49,1,179.4,3,1,2,6,3-1-2,Occasional Browsers
14947,24,4,462.42,4,4,3,11,4-4-3,Loyal Mid-Tier
14949,105,4,432.03,2,4,3,9,2-4-3,Occasional Browsers
14952,32,16,1497.63,4,5,5,14,4-5-5,High-Value Regulars
14953,54,3,562.36,3,3,3,9,3-3-3,Loyal Mid-Tier
14954,339,1,122.63,1,1,1,3,1-1-1,Disengaged Low-Value
14955,368,1,99.58,1,1,1,3,1-1-1,Disengaged Low-Value
14957,280,1,110.1,1,1,1,3,1-1-1,Disengaged Low-Value
14958,231,3,272.51,1,3,2,6,1-3-2,Occasional Browsers
14961,19,11,5304.92,4,5,5,14,4-5-5,High-Value Regulars
14962,175,2,121.5,2,3,1,6,2-3-1,Fading Customers
14963,15,7,1518.56,5,5,5,15,5-5-5,High-Value Regulars
14966,23,5,625.92,4,4,4,12,4-4-4,High-Value Regulars
14967,77,4,216.11,2,4,2,8,2-4-2,Occasional Browsers
14968,94,1,238.3,2,1,2,5,2-1-2,Disengaged Low-Value
14970,166,6,482.59,2,5,3,10,2-5-3,Occasional Browsers
14972,17,1,30.3,4,1,1,6,4-1-1,Promising Newcomers
